Name,Type,Total,Total Attack,Total Defense,HP,Attack,Defense,Sp. Atk,Sp. Def,Speed,Generation,Legendary
Nidorino,Poison,365,192,173,61,72,57,55,55,65,1,False
Nidoking,Poison,505,272,233,81,102,77,85,75,85,1,False
Clefairy,Fairy,323,140,183,70,45,48,60,65,35,1,False
Clefable,Fairy,483,225,258,95,70,73,95,90,60,1,False
Vulpix,Fire,299,156,143,38,41,40,50,65,65,1,False
Ninetales,Fire,505,257,248,73,76,75,81,100,100,1,False
Jigglypuff,Normal,270,110,160,115,45,20,45,25,20,1,False
Wigglytuff,Normal,435,200,235,140,70,45,85,50,45,1,False
Zubat,Poison,245,130,115,40,45,35,30,40,55,1,False
Golbat,Poison,455,235,220,75,80,70,65,75,90,1,False
Oddish,Grass,320,155,165,45,50,55,75,65,30,1,False
Gloom,Grass,395,190,205,60,65,70,85,75,40,1,False
Vileplume,Grass,490,240,250,75,80,85,110,90,50,1,False
Paras,Bug,285,140,145,35,70,55,45,55,25,1,False
Parasect,Bug,405,185,220,60,95,80,60,80,30,1,False
Venonat,Bug,305,140,165,60,55,50,40,55,45,1,False
Venomoth,Bug,450,245,205,70,65,60,90,75,90,1,False
Diglett,Ground,265,185,80,10,55,25,35,45,95,1,False
Dugtrio,Ground,405,250,155,35,80,50,50,70,120,1,False
Meowth,Normal,290,175,115,40,45,35,40,40,90,1,False
Persian,Normal,440,250,190,65,70,60,65,65,115,1,False
Psyduck,Water,320,172,148,50,52,48,65,50,55,1,False
Golduck,Water,500,262,238,80,82,78,95,80,85,1,False
Mankey,Fighting,305,185,120,40,80,35,35,45,70,1,False
Primeape,Fighting,455,260,195,65,105,60,60,70,95,1,False
Growlithe,Fire,350,200,150,55,70,45,70,50,60,1,False
Arcanine,Fire,555,305,250,90,110,80,100,80,95,1,False
Poliwag,Water,300,180,120,40,50,40,40,40,90,1,False
Poliwhirl,Water,385,205,180,65,65,65,50,50,90,1,False
Poliwrath,Water,510,235,275,90,95,95,70,90,70,1,False
Abra,Psychic,310,215,95,25,20,15,105,55,90,1,False
Kadabra,Psychic,400,260,140,40,35,30,120,70,105,1,False
Alakazam,Psychic,500,305,195,55,50,45,135,95,120,1,False
AlakazamMega Alakazam,Psychic,590,375,215,55,50,65,175,95,150,1,False
Machop,Fighting,305,150,155,70,80,50,35,35,35,1,False
Machoke,Fighting,405,195,210,80,100,70,50,60,45,1,False
Machamp,Fighting,505,250,255,90,130,80,65,85,55,1,False
Bellsprout,Grass,300,185,115,50,75,35,70,30,40,1,False
Weepinbell,Grass,390,230,160,65,90,50,85,45,55,1,False
Victreebel,Grass,490,275,215,80,105,65,100,70,70,1,False
Tentacool,Water,335,160,175,40,40,35,50,100,70,1,False
Tentacruel,Water,515,250,265,80,70,65,80,120,100,1,False
Geodude,Rock,300,130,170,40,80,100,30,30,20,1,False
Graveler,Rock,390,175,215,55,95,115,45,45,35,1,False
Golem,Rock,495,220,275,80,120,130,55,65,45,1,False
Ponyta,Fire,410,240,170,50,85,55,65,65,90,1,False
Rapidash,Fire,500,285,215,65,100,70,80,80,105,1,False
Slowpoke,Water,315,120,195,90,65,65,40,40,15,1,False
Slowbro,Water,490,205,285,95,75,110,100,80,30,1,False
SlowbroMega Slowbro,Water,590,235,355,95,75,180,130,80,30,1,False
Magnemite,Electric,325,175,150,25,35,70,95,55,45,1,False
Magneton,Electric,465,250,215,50,60,95,120,70,70,1,False
Farfetch'd,Normal,352,183,169,52,65,55,58,62,60,1,False
Doduo,Normal,310,195,115,35,85,45,35,35,75,1,False
Dodrio,Normal,460,270,190,60,110,70,60,60,100,1,False
Seel,Water,325,135,190,65,45,55,45,70,45,1,False
Dewgong,Water,475,210,265,90,70,80,70,95,70,1,False
Grimer,Poison,325,145,180,80,80,50,40,50,25,1,False
Muk,Poison,500,220,280,105,105,75,65,100,50,1,False
Shellder,Water,305,150,155,30,65,100,45,25,40,1,False
Cloyster,Water,525,250,275,50,95,180,85,45,70,1,False
Gastly,Ghost,310,215,95,30,35,30,100,35,80,1,False
Haunter,Ghost,405,260,145,45,50,45,115,55,95,1,False
Gengar,Ghost,500,305,195,60,65,60,130,75,110,1,False
GengarMega Gengar,Ghost,600,365,235,60,65,80,170,95,130,1,False
Onix,Rock,385,145,240,35,45,160,30,45,70,1,False
Drowzee,Psychic,328,133,195,60,48,45,43,90,42,1,False
Hypno,Psychic,483,213,270,85,73,70,73,115,67,1,False
Krabby,Water,325,180,145,30,105,90,25,25,50,1,False
Kingler,Water,475,255,220,55,130,115,50,50,75,1,False
Voltorb,Electric,330,185,145,40,30,50,55,55,100,1,False
Electrode,Electric,480,270,210,60,50,70,80,80,140,1,False
Exeggcute,Grass,325,140,185,60,40,80,60,45,40,1,False
Exeggutor,Grass,520,275,245,95,95,85,125,65,55,1,False
Cubone,Ground,320,125,195,50,50,95,40,50,35,1,False
Marowak,Ground,425,175,250,60,80,110,50,80,45,1,False
Hitmonlee,Fighting,455,242,213,50,120,53,35,110,87,1,False
Hitmonchan,Fighting,455,216,239,50,105,79,35,110,76,1,False
Lickitung,Normal,385,145,240,90,55,75,60,75,30,1,False
Koffing,Poison,340,160,180,40,65,95,60,45,35,1,False
Weezing,Poison,490,235,255,65,90,120,85,70,60,1,False
Rhyhorn,Ground,345,140,205,80,85,95,30,30,25,1,False
Rhydon,Ground,485,215,270,105,130,120,45,45,40,1,False
Chansey,Normal,450,90,360,250,5,5,35,105,50,1,False
Tangela,Grass,435,215,220,65,55,115,100,40,60,1,False
Kangaskhan,Normal,490,225,265,105,95,80,40,80,90,1,False
KangaskhanMega Kangaskhan,Normal,590,285,305,105,125,100,60,100,100,1,False
Horsea,Water,295,170,125,30,40,70,70,25,60,1,False
Seadra,Water,440,245,195,55,65,95,95,45,85,1,False
Goldeen,Water,320,165,155,45,67,60,35,50,63,1,False
Seaking,Water,450,225,225,80,92,65,65,80,68,1,False
Staryu,Water,340,200,140,30,45,55,70,55,85,1,False
Starmie,Water,520,290,230,60,75,85,100,85,115,1,False
Mr. Mime,Psychic,460,235,225,40,45,65,100,120,90,1,False
Scyther,Bug,500,270,230,70,110,80,55,80,105,1,False
Jynx,Ice,455,260,195,65,50,35,115,95,95,1,False
Electabuzz,Electric,490,283,207,65,83,57,95,85,105,1,False
Magmar,Fire,495,288,207,65,95,57,100,85,93,1,False
Pinsir,Bug,500,265,235,65,125,100,55,70,85,1,False
PinsirMega Pinsir,Bug,600,325,275,65,155,120,65,90,105,1,False
Tauros,Normal,490,250,240,75,100,95,40,70,110,1,False
Magikarp,Water,200,105,95,20,10,55,15,20,80,1,False
Gyarados,Water,540,266,274,95,125,79,60,100,81,1,False
GyaradosMega Gyarados,Water,640,306,334,95,155,109,70,130,81,1,False
Lapras,Water,535,230,305,130,85,80,85,95,60,1,False
Ditto,Normal,288,144,144,48,48,48,48,48,48,1,False
Eevee,Normal,325,155,170,55,55,50,45,65,55,1,False
Vaporeon,Water,525,240,285,130,65,60,110,95,65,1,False
Jolteon,Electric,525,305,220,65,65,60,110,95,130,1,False
Flareon,Fire,525,290,235,65,130,60,95,110,65,1,False
Porygon,Normal,395,185,210,65,60,70,85,75,40,1,False
Omanyte,Rock,355,165,190,35,40,100,90,55,35,1,False
Omastar,Rock,495,230,265,70,60,125,115,70,55,1,False
Kabuto,Rock,355,190,165,30,80,90,55,45,55,1,False
Kabutops,Rock,495,260,235,60,115,105,65,70,80,1,False
Aerodactyl,Rock,515,295,220,80,105,65,60,75,130,1,False
AerodactylMega Aerodactyl,Rock,615,355,260,80,135,85,70,95,150,1,False
Snorlax,Normal,540,205,335,160,110,65,65,110,30,1,False
Articuno,Ice,580,265,315,90,85,100,95,125,85,1,True
Zapdos,Electric,580,315,265,90,90,85,125,90,100,1,True
Moltres,Fire,580,315,265,90,100,90,125,85,90,1,True
Dratini,Dragon,300,164,136,41,64,45,50,50,50,1,False
Dragonair,Dragon,420,224,196,61,84,65,70,70,70,1,False
Dragonite,Dragon,600,314,286,91,134,95,100,100,80,1,False
Mewtwo,Psychic,680,394,286,106,110,90,154,90,130,1,True
MewtwoMega Mewtwo X,Psychic,780,474,306,106,190,100,154,100,130,1,True
MewtwoMega Mewtwo Y,Psychic,780,484,296,106,150,70,194,120,140,1,True
Mew,Psychic,600,300,300,100,100,100,100,100,100,1,False
Chikorita,Grass,318,143,175,45,49,65,49,65,45,2,False
Bayleef,Grass,405,185,220,60,62,80,63,80,60,2,False
Meganium,Grass,525,245,280,80,82,100,83,100,80,2,False
Cyndaquil,Fire,309,177,132,39,52,43,60,50,65,2,False
Quilava,Fire,405,224,181,58,64,58,80,65,80,2,False
Typhlosion,Fire,534,293,241,78,84,78,109,85,100,2,False
Totodile,Water,314,152,162,50,65,64,44,48,43,2,False
Croconaw,Water,405,197,208,65,80,80,59,63,58,2,False
Feraligatr,Water,530,262,268,85,105,100,79,83,78,2,False
Sentret,Normal,215,101,114,35,46,34,35,45,20,2,False
Furret,Normal,415,211,204,85,76,64,45,55,90,2,False
Hoothoot,Normal,262,116,146,60,30,30,36,56,50,2,False
Noctowl,Normal,442,196,246,100,50,50,76,96,70,2,False
Ledyba,Bug,265,115,150,40,20,30,40,80,55,2,False
Ledian,Bug,390,175,215,55,35,50,55,110,85,2,False
Spinarak,Bug,250,130,120,40,60,40,40,40,30,2,False
Ariados,Bug,390,190,200,70,90,70,60,60,40,2,False
Crobat,Poison,535,290,245,85,90,80,70,80,130,2,False
Chinchou,Water,330,161,169,75,38,38,56,56,67,2,False
Lanturn,Water,460,201,259,125,58,58,76,76,67,2,False
Pichu,Electric,205,135,70,20,40,15,35,35,60,2,False
Cleffa,Fairy,218,85,133,50,25,28,45,55,15,2,False
Igglybuff,Normal,210,85,125,90,30,15,40,20,15,2,False
Togepi,Fairy,245,80,165,35,20,65,40,65,20,2,False
Togetic,Fairy,405,160,245,55,40,85,80,105,40,2,False
Natu,Psychic,320,190,130,40,50,45,70,45,70,2,False
Xatu,Psychic,470,265,205,65,75,70,95,70,95,2,False
Mareep,Electric,280,140,140,55,40,40,65,45,35,2,False
Flaaffy,Electric,365,180,185,70,55,55,80,60,45,2,False
Ampharos,Electric,510,245,265,90,75,85,115,90,55,2,False
AmpharosMega Ampharos,Electric,610,305,305,90,95,105,165,110,45,2,False
Bellossom,Grass,490,220,270,75,80,95,90,100,50,2,False
Marill,Water,250,80,170,70,20,50,20,50,40,2,False
Azumarill,Water,420,160,260,100,50,80,60,80,50,2,False
Sudowoodo,Rock,410,160,250,70,100,115,30,65,30,2,False
Politoed,Water,500,235,265,90,75,75,90,100,70,2,False
Hoppip,Grass,250,120,130,35,35,40,35,55,50,2,False
Skiploom,Grass,340,170,170,55,45,50,45,65,80,2,False
Jumpluff,Grass,460,220,240,75,55,70,55,95,110,2,False
Aipom,Normal,360,195,165,55,70,55,40,55,85,2,False
Sunkern,Grass,180,90,90,30,30,30,30,30,30,2,False
Sunflora,Grass,425,210,215,75,75,55,105,85,30,2,False
Yanma,Bug,390,235,155,65,65,45,75,45,95,2,False
Wooper,Water,210,85,125,55,45,45,25,25,15,2,False
Quagsire,Water,430,185,245,95,85,85,65,65,35,2,False
Espeon,Psychic,525,305,220,65,65,60,130,95,110,2,False
Umbreon,Dark,525,190,335,95,65,110,60,130,65,2,False
Murkrow,Dark,405,261,144,60,85,42,85,42,91,2,False
Slowking,Water,490,205,285,95,75,80,100,110,30,2,False
Misdreavus,Ghost,435,230,205,60,60,60,85,85,85,2,False
Unown,Psychic,336,192,144,48,72,48,72,48,48,2,False
Wobbuffet,Psychic,405,99,306,190,33,58,33,58,33,2,False
Girafarig,Normal,455,255,200,70,80,65,90,65,85,2,False
Pineco,Bug,290,115,175,50,65,90,35,35,15,2,False
Forretress,Bug,465,190,275,75,90,140,60,60,40,2,False
Dunsparce,Normal,415,180,235,100,70,70,65,65,45,2,False
Gligar,Ground,430,195,235,65,75,105,35,65,85,2,False
Steelix,Steel,510,170,340,75,85,200,55,65,30,2,False
SteelixMega Steelix,Steel,610,210,400,75,125,230,55,95,30,2,False
Snubbull,Fairy,300,150,150,60,80,50,40,40,30,2,False
Granbull,Fairy,450,225,225,90,120,75,60,60,45,2,False
Qwilfish,Water,430,235,195,65,95,75,55,55,85,2,False
Scizor,Bug,500,250,250,70,130,100,55,80,65,2,False
ScizorMega Scizor,Bug,600,290,310,70,150,140,65,100,75,2,False
Shuckle,Bug,505,25,480,20,10,230,10,230,5,2,False
Heracross,Bug,500,250,250,80,125,75,40,95,85,2,False
HeracrossMega Heracross,Bug,600,300,300,80,185,115,40,105,75,2,False
Sneasel,Dark,430,245,185,55,95,55,35,75,115,2,False
Teddiursa,Normal,330,170,160,60,80,50,50,50,40,2,False
Ursaring,Normal,500,260,240,90,130,75,75,75,55,2,False
Slugma,Fire,250,130,120,40,40,40,70,40,20,2,False
Magcargo,Fire,410,160,250,50,50,120,80,80,30,2,False
Swinub,Ice,250,130,120,50,50,40,30,30,50,2,False
Piloswine,Ice,450,210,240,100,100,80,60,60,50,2,False
Corsola,Water,380,155,225,55,55,85,65,85,35,2,False
Remoraid,Water,300,195,105,35,65,35,65,35,65,2,False
Octillery,Water,480,255,225,75,105,75,105,75,45,2,False
Delibird,Ice,330,195,135,45,55,45,65,45,75,2,False
Mantine,Water,465,190,275,65,40,70,80,140,70,2,False
Skarmory,Steel,465,190,275,65,80,140,40,70,70,2,False
Houndour,Dark,330,205,125,45,60,30,80,50,65,2,False
Houndoom,Dark,500,295,205,75,90,50,110,80,95,2,False
HoundoomMega Houndoom,Dark,600,345,255,75,90,90,140,90,115,2,False
Kingdra,Water,540,275,265,75,95,95,95,95,85,2,False
Phanpy,Ground,330,140,190,90,60,60,40,40,40,2,False
Donphan,Ground,500,230,270,90,120,120,60,60,50,2,False
Porygon2,Normal,515,245,270,85,80,90,105,95,60,2,False
Stantler,Normal,465,265,200,73,95,62,85,65,85,2,False
Smeargle,Normal,250,115,135,55,20,35,20,45,75,2,False
Tyrogue,Fighting,210,105,105,35,35,35,35,35,35,2,False
Hitmontop,Fighting,455,200,255,50,95,95,35,110,70,2,False
Smoochum,Ice,305,180,125,45,30,15,85,65,65,2,False
Elekid,Electric,360,223,137,45,63,37,65,55,95,2,False
Magby,Fire,365,228,137,45,75,37,70,55,83,2,False
Miltank,Normal,490,220,270,95,80,105,40,70,100,2,False
Blissey,Normal,540,140,400,255,10,10,75,135,55,2,False
Raikou,Electric,580,315,265,90,85,75,115,100,115,2,True
Entei,Fire,580,305,275,115,115,85,90,75,100,2,True
Suicune,Water,580,250,330,100,75,115,90,115,85,2,True
Larvitar,Rock,300,150,150,50,64,50,45,50,41,2,False
Pupitar,Rock,410,200,210,70,84,70,65,70,51,2,False
Tyranitar,Rock,600,290,310,100,134,110,95,100,61,2,False
TyranitarMega Tyranitar,Rock,700,330,370,100,164,150,95,120,71,2,False
Lugia,Psychic,680,290,390,106,90,130,90,154,110,2,True
Ho-oh,Fire,680,330,350,106,130,90,110,154,90,2,True
Celebi,Psychic,600,300,300,100,100,100,100,100,100,2,False
Treecko,Grass,310,180,130,40,45,35,65,55,70,3,False
Grovyle,Grass,405,245,160,50,65,45,85,65,95,3,False
Sceptile,Grass,530,310,220,70,85,65,105,85,120,3,False
SceptileMega Sceptile,Grass,630,400,230,70,110,75,145,85,145,3,False
Torchic,Fire,310,175,135,45,60,40,70,50,45,3,False
Combusken,Fire,405,225,180,60,85,60,85,60,55,3,False
Blaziken,Fire,530,310,220,80,120,70,110,70,80,3,False
BlazikenMega Blaziken,Fire,630,390,240,80,160,80,130,80,100,3,False
Mudkip,Water,310,160,150,50,70,50,50,50,40,3,False
Marshtomp,Water,405,195,210,70,85,70,60,70,50,3,False
Swampert,Water,535,255,280,100,110,90,85,90,60,3,False
SwampertMega Swampert,Water,635,315,320,100,150,110,95,110,70,3,False
Poochyena,Dark,220,120,100,35,55,35,30,30,35,3,False
Mightyena,Dark,420,220,200,70,90,70,60,60,70,3,False
Zigzagoon,Normal,240,120,120,38,30,41,30,41,60,3,False
Linoone,Normal,420,220,200,78,70,61,50,61,100,3,False
Wurmple,Bug,195,85,110,45,45,35,20,30,20,3,False
Silcoon,Bug,205,75,130,50,35,55,25,25,15,3,False
Beautifly,Bug,395,235,160,60,70,50,100,50,65,3,False
Cascoon,Bug,205,75,130,50,35,55,25,25,15,3,False
Dustox,Bug,385,165,220,60,50,70,50,90,65,3,False
Lotad,Water,220,100,120,40,30,30,40,50,30,3,False
Lombre,Water,340,160,180,60,50,50,60,70,50,3,False
Ludicolo,Water,480,230,250,80,70,70,90,100,70,3,False
Seedot,Grass,220,100,120,40,40,50,30,30,30,3,False
Nuzleaf,Grass,340,190,150,70,70,40,60,40,60,3,False
Shiftry,Grass,480,270,210,90,100,60,90,60,80,3,False
Taillow,Normal,270,170,100,40,55,30,30,30,85,3,False
Swellow,Normal,430,260,170,60,85,60,50,50,125,3,False
Wingull,Water,270,170,100,40,30,30,55,30,85,3,False
Pelipper,Water,430,200,230,60,50,100,85,70,65,3,False
Ralts,Psychic,198,110,88,28,25,25,45,35,40,3,False
Kirlia,Psychic,278,150,128,38,35,35,65,55,50,3,False
Gardevoir,Psychic,518,270,248,68,65,65,125,115,80,3,False
GardevoirMega Gardevoir,Psychic,618,350,268,68,85,65,165,135,100,3,False
Surskit,Bug,269,145,124,40,30,32,50,52,65,3,False
Masquerain,Bug,414,200,214,70,60,62,80,82,60,3,False
Shroomish,Grass,295,115,180,60,40,60,40,60,35,3,False
Breloom,Grass,460,260,200,60,130,80,60,60,70,3,False
Slakoth,Normal,280,125,155,60,60,60,35,35,30,3,False
Vigoroth,Normal,440,225,215,80,80,80,55,55,90,3,False
Slaking,Normal,670,355,315,150,160,100,95,65,100,3,False
Nincada,Bug,266,115,151,31,45,90,30,30,40,3,False
Ninjask,Bug,456,300,156,61,90,45,50,50,160,3,False
Shedinja,Bug,236,160,76,1,90,45,30,30,40,3,False
Whismur,Normal,240,130,110,64,51,23,51,23,28,3,False
Loudred,Normal,360,190,170,84,71,43,71,43,48,3,False
Exploud,Normal,490,250,240,104,91,63,91,73,68,3,False
Makuhita,Fighting,237,105,132,72,60,30,20,30,25,3,False
Hariyama,Fighting,474,210,264,144,120,60,40,60,50,3,False
Azurill,Normal,190,60,130,50,20,40,20,40,20,3,False
Nosepass,Rock,375,120,255,30,45,135,45,90,30,3,False
Skitty,Normal,260,130,130,50,45,45,35,35,50,3,False
Delcatty,Normal,380,190,190,70,65,65,55,55,70,3,False
Sableye,Dark,380,190,190,50,75,75,65,65,50,3,False
SableyeMega Sableye,Dark,480,190,290,50,85,125,85,115,20,3,False
Mawile,Steel,380,190,190,50,85,85,55,55,50,3,False
MawileMega Mawile,Steel,480,210,270,50,105,125,55,95,50,3,False
Aron,Steel,330,140,190,50,70,100,40,40,30,3,False
Lairon,Steel,430,180,250,60,90,140,50,50,40,3,False
Aggron,Steel,530,220,310,70,110,180,60,60,50,3,False
AggronMega Aggron,Steel,630,250,380,70,140,230,60,80,50,3,False
Meditite,Fighting,280,140,140,30,40,55,40,55,60,3,False
Medicham,Fighting,410,200,210,60,60,75,60,75,80,3,False
MedichamMega Medicham,Fighting,510,280,230,60,100,85,80,85,100,3,False
Electrike,Electric,295,175,120,40,45,40,65,40,65,3,False
Manectric,Electric,475,285,190,70,75,60,105,60,105,3,False
ManectricMega Manectric,Electric,575,345,230,70,75,80,135,80,135,3,False
Plusle,Electric,405,230,175,60,50,40,85,75,95,3,False
Minun,Electric,405,210,195,60,40,50,75,85,95,3,False
Volbeat,Bug,400,205,195,65,73,55,47,75,85,3,False
Illumise,Bug,400,205,195,65,47,55,73,75,85,3,False
Roselia,Grass,400,225,175,50,60,45,100,80,65,3,False
Gulpin,Poison,302,126,176,70,43,53,43,53,40,3,False
Swalot,Poison,467,201,266,100,73,83,73,83,55,3,False
Carvanha,Water,305,220,85,45,90,20,65,20,65,3,False
Sharpedo,Water,460,310,150,70,120,40,95,40,95,3,False
SharpedoMega Sharpedo,Water,560,355,205,70,140,70,110,65,105,3,False
Wailmer,Water,400,200,200,130,70,35,70,35,60,3,False
Wailord,Water,500,240,260,170,90,45,90,45,60,3,False
Numel,Fire,305,160,145,60,60,40,65,45,35,3,False
Camerupt,Fire,460,245,215,70,100,70,105,75,40,3,False
CameruptMega Camerupt,Fire,560,285,275,70,120,100,145,105,20,3,False
Torkoal,Fire,470,190,280,70,85,140,85,70,20,3,False
Spoink,Psychic,330,155,175,60,25,35,70,80,60,3,False
Grumpig,Psychic,470,215,255,80,45,65,90,110,80,3,False
Spinda,Normal,360,180,180,60,60,60,60,60,60,3,False
Trapinch,Ground,290,155,135,45,100,45,45,45,10,3,False
Vibrava,Ground,340,190,150,50,70,50,50,50,70,3,False
Flygon,Ground,520,280,240,80,100,80,80,80,100,3,False
Cacnea,Grass,335,205,130,50,85,40,85,40,35,3,False
Cacturne,Grass,475,285,190,70,115,60,115,60,55,3,False
Swablu,Normal,310,130,180,45,40,60,40,75,50,3,False
Altaria,Dragon,490,220,270,75,70,90,70,105,80,3,False
AltariaMega Altaria,Dragon,590,300,290,75,110,110,110,105,80,3,False
Zangoose,Normal,458,265,193,73,115,60,60,60,90,3,False
Seviper,Poison,458,265,193,73,100,60,100,60,65,3,False
Lunatone,Rock,440,220,220,70,55,65,95,85,70,3,False
Solrock,Rock,440,220,220,70,95,85,55,65,70,3,False
Barboach,Water,288,154,134,50,48,43,46,41,60,3,False
Whiscash,Water,468,214,254,110,78,73,76,71,60,3,False
Corphish,Water,308,165,143,43,80,65,50,35,35,3,False
Crawdaunt,Water,468,265,203,63,120,85,90,55,55,3,False
Baltoy,Ground,300,135,165,40,40,55,40,70,55,3,False
Claydol,Ground,500,215,285,60,70,105,70,120,75,3,False
Lileep,Rock,355,125,230,66,41,77,61,87,23,3,False
Cradily,Rock,495,205,290,86,81,97,81,107,43,3,False
Anorith,Rock,355,210,145,45,95,50,40,50,75,3,False
Armaldo,Rock,495,240,255,75,125,100,70,80,45,3,False
Feebas,Water,200,105,95,20,15,20,10,55,80,3,False
Milotic,Water,540,241,299,95,60,79,100,125,81,3,False
Castform,Normal,420,210,210,70,70,70,70,70,70,3,False
Kecleon,Normal,440,190,250,60,90,70,60,120,40,3,False
Shuppet,Ghost,295,183,112,44,75,35,63,33,45,3,False
Banette,Ghost,455,263,192,64,115,65,83,63,65,3,False
BanetteMega Banette,Ghost,555,333,222,64,165,75,93,83,75,3,False
Duskull,Ghost,295,95,200,20,40,90,30,90,25,3,False
Dusclops,Ghost,455,155,300,40,70,130,60,130,25,3,False
Tropius,Grass,460,191,269,99,68,83,72,87,51,3,False
Chimecho,Psychic,425,210,215,65,50,70,95,80,65,3,False
Absol,Dark,465,280,185,65,130,60,75,60,75,3,False
AbsolMega Absol,Dark,565,380,185,65,150,60,115,60,115,3,False
Wynaut,Psychic,260,69,191,95,23,48,23,48,23,3,False
Snorunt,Ice,300,150,150,50,50,50,50,50,50,3,False
Glalie,Ice,480,240,240,80,80,80,80,80,80,3,False
GlalieMega Glalie,Ice,580,340,240,80,120,80,120,80,100,3,False
Spheal,Ice,290,120,170,70,40,50,55,50,25,3,False
Sealeo,Ice,410,180,230,90,60,70,75,70,45,3,False
Walrein,Ice,530,240,290,110,80,90,95,90,65,3,False
Clamperl,Water,345,170,175,35,64,85,74,55,32,3,False
Huntail,Water,485,250,235,55,104,105,94,75,52,3,False
Gorebyss,Water,485,250,235,55,84,105,114,75,52,3,False
Relicanth,Water,485,190,295,100,90,130,45,65,55,3,False
Luvdisc,Water,330,167,163,43,30,55,40,65,97,3,False
Bagon,Dragon,300,165,135,45,75,60,40,30,50,3,False
Shelgon,Dragon,420,205,215,65,95,100,60,50,50,3,False
Salamence,Dragon,600,345,255,95,135,80,110,80,100,3,False
SalamenceMega Salamence,Dragon,700,385,315,95,145,130,120,90,120,3,False
Beldum,Steel,300,120,180,40,55,80,35,60,30,3,False
Metang,Steel,420,180,240,60,75,100,55,80,50,3,False
Metagross,Steel,600,300,300,80,135,130,95,90,70,3,False
MetagrossMega Metagross,Steel,700,360,340,80,145,150,105,110,110,3,False
Regirock,Rock,580,200,380,80,100,200,50,100,50,3,True
Regice,Ice,580,200,380,80,50,100,100,200,50,3,True
Registeel,Steel,580,200,380,80,75,150,75,150,50,3,True
Latias,Dragon,600,300,300,80,80,90,110,130,110,3,True
LatiasMega Latias,Dragon,700,350,350,80,100,120,140,150,110,3,True
Latios,Dragon,600,330,270,80,90,80,130,110,110,3,True
LatiosMega Latios,Dragon,700,400,300,80,130,100,160,120,110,3,True
Kyogre,Water,670,340,330,100,100,90,150,140,90,3,True
KyogrePrimal Kyogre,Water,770,420,350,100,150,90,180,160,90,3,True
Groudon,Ground,670,340,330,100,150,140,100,90,90,3,True
GroudonPrimal Groudon,Ground,770,420,350,100,180,160,150,90,90,3,True
Rayquaza,Dragon,680,395,285,105,150,90,150,90,95,3,True
RayquazaMega Rayquaza,Dragon,780,475,305,105,180,100,180,100,115,3,True
Jirachi,Steel,600,300,300,100,100,100,100,100,100,3,True
DeoxysNormal Forme,Psychic,600,450,150,50,150,50,150,50,150,3,True
